,f_location,latitude,longitude,location
1640,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,丽园路842弄
1641,"China, Shang Hai Shi, Huang Pu Qu, 丽园路871号 邮政编码: 200023",31.20681,121.47607,丽园路871号
1642,"Li Yuan Lu, Huang Pu Qu, Shang Hai Shi, China",31.20768,121.48164,丽园路873号
1643,"China, Shang Hai Shi, Huang Pu Qu, 丽园路875号 邮政编码: 200023",31.20673,121.47592,丽园路875号
1644,"Liu Jiang Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21917,121.48988,柳江街19号
1645,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路277弄
1646,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路388弄
1647,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路509弄
1648,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路721弄
1649,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路738弄
1650,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路776弄
1651,"Lu Ban Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.1998978,121.4764643,鲁班路778弄
1652,"Lu Jia Bang Lu, Huang Pu Qu, Shang Hai Shi, China",31.2125097,121.4921018,陆家浜路1235弄
1653,"Lu Jia Bang Lu, Huang Pu Qu, Shang Hai Shi, China",31.2125097,121.4921018,陆家浜路305弄
1654,"China, Shang Hai Shi, Huang Pu Qu, 董家渡陆家浜路525号 邮政编码: 200010",31.21244,121.49788,陆家浜路525号
1655,"Lu Xiang Yuan Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22523,121.48542,露香园路166号
1656,"China, Shang Hai Shi, Huang Pu Qu, 露香园路18号 邮政编码: 200010",31.22698,121.48457,露香园路18号
1657,"Lu Xiang Yuan Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22523,121.48542,露香园路45弄
1658,"Lu Xiang Yuan Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22523,121.48542,露香园路88弄
1659,"China, Shang Hai Shi, Huang Pu Qu, 马当路320号 邮政编码: 200020",31.21710999999999,121.47474,马当路320号
1660,"Ma Dang Lu, Huang Pu Qu, Shang Hai Shi, China",31.21667,121.47491,马当路418弄
1661,"China, Shang Hai Shi, Huang Pu Qu, 马当路444号 邮政编码: 200020",31.21306,121.47548,马当路444号
1662,"Mao Ming Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.21719,121.46146,茂名南路169弄
1663,"China, Shang Hai Shi, Huang Pu Qu, 茂名南路58号 邮政编码: 200041",31.2197,121.46048,茂名南路58号
1664,"China, Shang Hai Shi, Huang Pu Qu, Meng Zi Lu, 蒙自路395弄1-9号 邮政编码: 200023",31.202572,121.479575,蒙自路395弄
1665,"Meng Zi Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.20117,121.47971,蒙自路490弄
1666,"Meng Zi Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.20117,121.47971,蒙自路601弄
1667,"Meng Zi Xi Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.20757,121.47553,蒙自西路14号
1668,"China, Shang Hai Shi, Huang Pu Qu, 蒙自西路2号 邮政编码: 200023",31.20762,121.47682,蒙自西路2号
1669,"China, Shang Hai Shi, Huang Pu Qu, 梦花街113号 邮政编码: 200010",31.21884,121.48765,梦花街113号
1670,"China, Shang Hai Shi, Huang Pu Qu, 梦花街115号 邮政编码: 200010",31.21881999999999,121.4876,梦花街115号
1671,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街13弄
1672,"China, Shang Hai Shi, Huang Pu Qu, 梦花街151号 邮政编码: 200010",31.21863,121.48714,梦花街151号
1673,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街163弄
1674,"China, Shang Hai Shi, Huang Pu Qu, 梦花街185号 邮政编码: 200010",31.21844,121.48636,梦花街185号
1675,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街18弄
1676,"China, Shang Hai Shi, Huang Pu Qu, 梦花街234号 邮政编码: 200010",31.21806,121.48596,梦花街234号
1677,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街36号
1678,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街57弄
1679,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街66弄
1680,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街73弄
1681,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街78弄
1682,"China, Shang Hai Shi, Huang Pu Qu, 梦花街79号 邮政编码: 200010",31.21907,121.48834,梦花街79号
1683,"China, Shang Hai Shi, Huang Pu Qu, 梦花街82号 邮政编码: 200010",31.21902,121.48822,梦花街82号
1684,"China, Shang Hai Shi, Huang Pu Qu, 梦花街86号 邮政编码: 200010",31.219,121.48818,梦花街86号
1685,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街87号
1686,"Meng Hua Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21872,121.48755,梦花街93弄
1687,"Mian Jin Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22077,121.49816,面筋弄12弄
1688,"Mian Jin Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22077,121.49816,面筋弄60弄
1689,"China, Shang Hai Shi, Huang Pu Qu, 董家渡南仓街118号 邮政编码: 200010",31.21279,121.50031,南仓街118号
1690,"Nan Chang Lu, Shang Hai Shi, China",31.21758,121.46418,南昌路127弄
1691,"China, Shang Hai Shi, Huang Pu Qu, 南昌路137-1号 邮政编码: 200041",31.21722,121.46332,南昌路137-1号
1692,"China, Shang Hai Shi, Huang Pu Qu, 南昌路137号 邮政编码: 200041",31.21723,121.46335,南昌路137号
1693,"Nan Chang Lu, Shang Hai Shi, China",31.21758,121.46418,南昌路278弄10号
1694,"China, Shang Hai Shi, Huang Pu Qu, 南昌路280号 邮政编码: 200041",31.21722,121.46288,南昌路280号
1695,"China, Shang Hai Shi, Huang Pu Qu, 南昌路338号 邮政编码: 200041",31.21580999999999,121.46124,南昌路338号
1696,"China, Shang Hai Shi, Huang Pu Qu, 南昌路新里 邮政编码: 200041",31.218934,121.468172,南昌路69弄
1697,"Nan Jing Xi Lu, Shang Hai Shi, China",31.22811,121.45648,南京西路479弄
1698,"Ning An Lu, Huang Pu Qu, Shang Hai Shi, China",31.2160525,121.4861816,宁安路133弄
1699,"Ning Bo Lu, Huang Pu Qu, Shang Hai Shi, China",31.2384,121.4808,宁波路120弄
1700,"China, Shang Hai Shi, Huang Pu Qu, 宁波路201号 邮政编码: 200002",31.23903,121.48338,宁波路201号
1701,"China, Shang Hai Shi, Huang Pu Qu, 宁波路262号 邮政编码: 200001",31.23889,121.4821,宁波路262号
1702,"Ning Bo Lu, Huang Pu Qu, Shang Hai Shi, China",31.2384,121.4808,宁波路284弄
1703,"China, Shang Hai Shi, Huang Pu Qu, 宁波路579号 邮政编码: 200001",31.23667,121.47659,宁波路579号
1704,"China, Shang Hai Shi, Huang Pu Qu, 宁波路645号 邮政编码: 200001",31.23639,121.47543,宁波路645号
1705,"China, Shang Hai Shi, Huang Pu Qu, 宁波路74弄 邮政编码: 200002",31.23992,121.485363,宁波路74弄
1706,"Ning Hai Dong Lu, Huang Pu Qu, Shang Hai Shi, China",31.22923,121.48248,宁海东路250弄
1707,"Ning Hai Dong Lu, Huang Pu Qu, Shang Hai Shi, China",31.22923,121.48248,宁海东路279弄
1708,"China, Shang Hai Shi, Huang Pu Qu, 宁海东路281号 邮政编码: 200003",31.22797,121.48012,宁海东路281号
1709,"China, Shang Hai Shi, Huang Pu Qu, 宁海东路299号 邮政编码: 200021",31.22784,121.47994,宁海东路299号
1710,"China, Shang Hai Shi, Huang Pu Qu, 牛庄路692号 邮政编码: 200001",31.23767,121.47689,牛庄路692号
1711,"China, Shang Hai Shi, Huang Pu Qu, 牌楼路23号 邮政编码: 200021",31.21416,121.48626,牌楼路23号
1712,"China, Shang Hai Shi, Huang Pu Qu, 蓬莱路207号 邮政编码: 200010",31.21802,121.49078,蓬莱路207号
1713,"Peng Lai Lu, Shang Hai Shi, China",31.21608,121.48715,蓬莱路215弄
1714,"Peng Lai Lu, Shang Hai Shi, China",31.21608,121.48715,蓬莱路285弄
1715,"China, Shang Hai Shi, Huang Pu Qu, 蓬莱路315号 邮政编码: 200010",31.21713,121.48897,蓬莱路315号
1716,"Yang Qu Lu, Zha Bei Qu, Shang Hai Shi, China, 200435",31.311754,121.458866,蓬莱路391弄
1717,"China, Shang Hai Shi, Huang Pu Qu, 蓬莱路401号 邮政编码: 200010",31.21641,121.48764,蓬莱路401号
1718,"Peng Lai Lu, Shang Hai Shi, China",31.21608,121.48715,蓬莱路405弄
1719,"Peng Lai Lu, Shang Hai Shi, China",31.21608,121.48715,蓬莱路421弄
1720,"Ping Wang Jie, Huang Pu Qu, Shang Hai Shi, China, 200003",31.23188,121.47912,平望街15弄
1721,"China, Shang Hai Shi, Huang Pu Qu, 平望街19号 邮政编码: 200003",31.23168,121.47917,平望街19号
1722,"China, Shang Hai Shi, Huang Pu Qu, 平望街21号 邮政编码: 200003",31.23171,121.47915,平望街21号
1723,"China, Shang Hai Shi, Huang Pu Qu, 平望街23号 邮政编码: 200003",31.23173,121.47913,平望街23号
1724,"Ping Wang Jie, Huang Pu Qu, Shang Hai Shi, China, 200003",31.23188,121.47912,平望街6弄
1725,"China, Shang Hai Shi, Huang Pu Qu, 平望街9号 邮政编码: 200003",31.23156,121.47924,平望街9号
1726,"China, Shang Hai Shi, Huang Pu Qu, 普育东路7号 邮政编码: 200010",31.21138,121.49622,普育东路7号
1727,"China, Shang Hai Shi, Lu Wan Qu, Qu Xi Lu, 瞿溪路1072弄1-35号 邮政编码: 200023",31.198595,121.474232,瞿溪路1072弄
1728,"China, Shang Hai Shi, Huang Pu Qu, 瞿溪路1079号 邮政编码: 200023",31.19946,121.47491,瞿溪路1079号
1729,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路1111弄
1730,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路1199弄
1731,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路1200弄
1732,"China, Shang Hai Shi, Huang Pu Qu, 瞿溪路1145弄打浦路 邮政编码: 200023",31.198014,121.473932,瞿溪路1240弄
1733,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路1254弄
1734,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路811弄
1735,"China, Shang Hai Shi, Huang Pu Qu, 瞿溪路833号 邮政编码: 200023",31.20086,121.48074,瞿溪路833号
1736,"China, Shang Hai Shi, Huang Pu Qu, 瞿溪路860号 邮政编码: 200023",31.20025,121.47975,瞿溪路860号
1737,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路883弄
1738,"China, Shang Hai Shi, 卢湾区瞿溪路937弄1-22号 邮政编码: 200023",31.199936,121.47785,瞿溪路937弄
1739,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瞿溪路968弄
1740,"Ren Min Lu, Shang Hai Shi, China",31.22778,121.48431,人民路777弄
1741,"Ren Min Lu, Shang Hai Shi, China",31.22778,121.48431,人民路875号
1742,"China, Shang Hai Shi, Huang Pu Qu, 人民路879号 邮政编码: 200010",31.22632,121.48358,人民路879号
1743,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瑞金二路129弄
1744,"China, Shang Hai Shi, Huang Pu Qu, 瑞金二路139号 邮政编码: 200031",31.21357,121.46541,瑞金二路139号
1745,"China, Shang Hai Shi, Huang Pu Qu, 瑞金二路24号 邮政编码: 200041",31.218,121.46356,瑞金二路24号
1746,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瑞金二路410弄
1747,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,瑞金二路48弄
1748,"Rui Jin Nan Lu, Shang Hai Shi, China",31.19976,121.46835,瑞金南路185弄
1749,"Rui Jin Nan Lu, Shang Hai Shi, China",31.19976,121.46835,瑞金南路333弄
1750,"Rui Jin Yi Lu, Huang Pu Qu, Shang Hai Shi, China, 200041",31.22131,121.46336,瑞金一路126弄
1751,"China, Shang Hai Shi, Huang Pu Qu, 山海关路120号 邮政编码: 200071",31.2376,121.46678,山海关路120号
1752,"China, Shang Hai Shi, Huang Pu Qu, 山海关路130号 邮政编码: 200071",31.23755,121.46668,山海关路130号
1753,"China, Shang Hai Shi, Huang Pu Qu, 山西南路181号 邮政编码: 200001",31.23703,121.48212,山西南路181号
1754,"China, Shang Hai Shi, Huang Pu Qu, 山西南路31弄 邮政编码: 200002",31.234747,121.483405,山西南路31弄
1755,"China, Shang Hai Shi, Huang Pu Qu, 山西南路330号 邮政编码: 200001",31.23926,121.48137,山西南路330号
1756,"China, Shang Hai Shi, Huang Pu Qu, 陕西南路155号 邮政编码: 200041",31.21487,121.46201,陕西南路155号
1757,"China, Shang Hai Shi, Huang Pu Qu, 陕西南路255号 邮政编码: 200031",31.2081,121.46189,陕西南路255号
1758,"Shan Xi Nan Lu, Shang Hai Shi, China",31.21386,121.46051,陕西南路271弄
1759,"Shan Xi Nan Lu, Shang Hai Shi, China",31.21386,121.46051,陕西南路287弄
1760,"China, Shang Hai Shi, Huang Pu Qu, 尚文路168号 邮政编码: 200010",31.21531,121.49078,尚文路168号
1761,"Shao Xing Lu, Huang Pu Qu, Shang Hai Shi, China, 200031",31.20938,121.46404,绍兴路18弄
1762,"China, Shang Hai Shi, Huang Pu Qu, 寿宁路61号 邮政编码: 200021",31.22361,121.48144,寿宁路61号
1763,"Shun Chang Lu, Huang Pu Qu, Shang Hai Shi, China",31.2161547,121.4786543,顺昌路550弄
1764,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,思南路115弄
1765,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,思南路82弄
1766,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,思南路88弄
1767,"China, Shang Hai Shi, Huang Pu Qu, 四牌楼路104号 邮政编码: 200010",31.22381,121.49534,四牌楼路104号
1768,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路106号
1769,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路110号
1770,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路114号
1771,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路120号
1772,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路126号
1773,"China, Shang Hai Shi, Huang Pu Qu, 四牌楼路75号 邮政编码: 200010",31.2242,121.49549,四牌楼路75号
1774,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路77弄
1775,"China, Shang Hai Shi, Huang Pu Qu, 四牌楼路87号 邮政编码: 200010",31.22404,121.49551,四牌楼路87号
1776,"Si Pai Lou Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22368,121.49541,四牌楼路95弄
1777,"China, Shang Hai Shi, Huang Pu Qu, 泗泾路16号 邮政编码: 200002",31.2336,121.4872,泗泾路16号
1778,"Si Jing Lu, Shang Hai Shi, China",31.29809,121.14746,泗泾路27号
1779,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,泰康路190弄
1780,"China, Shang Hai Shi, Huang Pu Qu, 泰康路220号 邮政编码: 200023",31.2078,121.46927,泰康路220号
1781,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,桃源路111弄
1782,"Tian Jin Lu, Huang Pu Qu, Shang Hai Shi, China",31.23752,121.48125,天津路157弄
1783,"Tian Jin Lu, Huang Pu Qu, Shang Hai Shi, China",31.23752,121.48125,天津路179弄
1784,"China, Shang Hai Shi, Huang Pu Qu, 铁道路140号 邮政编码: 200023",31.20020999999999,121.48682,铁道路140号
1785,"Tie Dao Lu, Huang Pu Qu, Shang Hai Shi, China, 200023",31.19966,121.48637,铁道路676号
1786,"China, Shang Hai Shi, Huang Pu Qu, People's Square, 威海路149号 邮政编码: 200003",31.22734,121.46858,威海路149号
1787,"Wen Miao Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21779,121.48869,文庙路33弄
1788,"Wen Miao Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21779,121.48869,文庙路60弄
1789,"Wen Miao Lu, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21779,121.48869,文庙路85号
1790,"Wu Jia Long, Shang Hai Shi, China",31.62291,121.39523,吴家弄25弄
1791,"Wuli Bridge Residential District, Huangpu, Shanghai, China, 200023",31.20076,121.481819,五里桥178号
1792,"China, Shang Hai Shi, Huang Pu Qu, 五里桥路260弄 邮政编码: 200023",31.204098,121.483531,五里桥路269弄
1793,"Xi Cang Qiao Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22034,121.48939,西仓桥街103弄
1794,"China, Shang Hai Shi, Huang Pu Qu, 西仓桥街105号 邮政编码: 200010",31.22061,121.48997,西仓桥街105号
1795,"Xi Cang Qiao Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22034,121.48939,西仓桥街112弄
1796,"China, Shang Hai Shi, Huang Pu Qu, 西仓桥街149号 邮政编码: 200010",31.22035,121.48917,西仓桥街149号
1797,"Xi Cang Qiao Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22034,121.48939,西仓桥街161弄
1798,"China, Shang Hai Shi, Huang Pu Qu, 西仓桥街82号 邮政编码: 200010",31.22048,121.49039,西仓桥街82号
1799,"China, Shang Hai Shi, Huang Pu Qu, 西仓桥街96号 邮政编码: 200010",31.22043,121.49008,西仓桥街96号
1800,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路1341弄
1801,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路1731号
1802,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路500号
1803,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路555弄
1804,"China, Shang Hai Shi, Huang Pu Qu, 西藏南路569号 邮政编码: 200021",31.21934,121.48299,西藏南路569号
1805,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路688号
1806,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路688弄
1807,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路779号
1808,"Xi Zang Nan Lu, Huang Pu Qu, Shang Hai Shi, China",31.2126,121.48581,西藏南路831弄
1809,"China, Shang Hai Shi, Huang Pu Qu, 西藏南路897号 邮政编码: 200023",31.2133,121.4859,西藏南路897号
1810,"China, Shang Hai Shi, Huang Pu Qu, 西藏中路200号 邮政编码: 200003",31.2315,121.47675,西藏中路200号
1811,"China, Shang Hai Shi, Huang Pu Qu, 西藏中路500号 邮政编码: 200001",31.2361,121.47421,西藏中路500号
1812,"China, Shang Hai Shi, Huang Pu Qu, 西凌家宅路146号 邮政编码: 200023",31.20386999999999,121.48553,西凌家宅路146号
1813,"China, Shang Hai Shi, Huang Pu Qu, 西凌家宅路27弄 邮政编码: 200023",31.204622,121.487707,西凌家宅路27弄
1814,"Xi Yao Jia Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22258,121.49651,西姚家弄11号
1815,"Xi Yao Jia Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22258,121.49651,西姚家弄21弄
1816,"Xi Yao Jia Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22258,121.49651,西姚家弄27号
1817,"Xi Yao Jia Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22258,121.49651,西姚家弄51号
1818,"Xi Yao Jia Long, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22258,121.49651,西姚家弄57号
1819,"Xian Zuo Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22449,121.49487,县左街20弄
1820,"China, Shang Hai Shi, Huang Pu Qu, 香港路123号 邮政编码: 200080",31.24237,121.48532,香港路123号
1821,"China, Shang Hai Shi, Huang Pu Qu, 香港路130号 邮政编码: 200080",31.24251,121.48533,香港路130号
1822,"Xiao Tao Yuan Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22134,121.48953,小桃园街30弄
1823,"Xiao Tao Yuan Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22134,121.48953,小桃园街40弄
1824,"Xiao Tao Yuan Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.22134,121.48953,小桃园街50弄
1825,"197 Xie Tu Dong Lu, Huang Pu Qu, Shang Hai Shi, PVG, China, 200011",31.208,121.488,斜土东路197号
1826,"China, Shang Hai Shi, Huang Pu Qu, 斜土路102号 邮政编码: 200023",31.20621,121.48303,斜土路102号
1827,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路118弄
1828,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路195弄
1829,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路262弄
1830,"China, Shang Hai Shi, Huang Pu Qu, 斜土路280号 邮政编码: 200023",31.20509,121.48037,斜土路280号
1831,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路298弄
1832,"Xie Tu Lu, Shang Hai Shi, China",31.198006,121.4615501,斜土路500号
1833,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路556弄
1834,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路734弄
1835,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路766弄
1836,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路80弄
1837,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路810弄
1838,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,斜土路85弄
1839,"Xin Chang Lu, Huang Pu Qu, Shang Hai Shi, China",31.23567,121.46827,新昌路87弄
1840,"Xin Qiao Lu, Shang Hai Shi, China",31.24116,121.46613,新桥路52弄
1841,"China, Shang Hai Shi, Huang Pu Qu, 新闸路126号 邮政编码: 200001",31.23861,121.47112,新闸路126号
1842,"Xin Zha Lu, Shang Hai Shi, China",31.63364,121.37278,新闸路280号
1843,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,徐家汇路1弄
1844,"China, Shang Hai Shi, Huang Pu Qu, 徐家汇路268号 邮政编码: 200023",31.21034999999999,121.47743,徐家汇路268号
1845,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,徐家汇路388弄
1846,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,徐家汇路515弄
1847,"248 Tai Kang Lu, 打浦桥 Huang Pu Qu, Shang Hai Shi, China, 200023",31.2076539,121.4687937,徐家汇路536弄
1848,"Xu Jia Hui Lu, Huang Pu Qu, Shang Hai Shi, China",31.2086775,121.4746482,徐家汇路618号
1849,"China, Shang Hai Shi, Huang Pu Qu, 学西街19号 邮政编码: 200010",31.21768,121.48706,学西街19号
1850,"Xue Xi Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21744,121.48661,学西街1号
1851,"Xue Yuan Lu, Shang Hai Shi, China",30.84561,121.5168,学院路112弄
1852,"Xue Yuan Lu, Shang Hai Shi, China",30.84561,121.5168,学院路135号
1853,"China, Shang Hai Shi, Huang Pu Qu, 学院路189号 邮政编码: 200010",31.22321999999999,121.49373,学院路189号
1854,"Xue Yuan Lu, Shang Hai Shi, China",30.84561,121.5168,学院路72号
1855,"Xue Yuan Lu, Shang Hai Shi, China",30.84561,121.5168,学院路79弄
1856,"Xun Dao Jie, Huang Pu Qu, Shang Hai Shi, China, 200010",31.21896,121.49734,巡道街43弄
1857,"China, Shang Hai Shi, Huang Pu Qu, 延安东路1292弄 邮政编码: 200003",31.229582,121.479417,延安东路1292弄
1858,"China, Shang Hai Shi, Huang Pu Qu, 延安东路429号 邮政编码: 200003",31.22888,121.47932,延安东路429号
1859,"China, Shang Hai Shi, Huang Pu Qu, 延安中路527号 邮政编码: 200041",31.22356,121.46032,延安中路527号
1860,"Yan An Zhong Lu, Jing An Qu, Shang Hai Shi, China, 200041",31.22364,121.45697,延安中路529弄
1861,"China, Shang Hai Shi, Huang Pu Qu, 雁荡路55弄 邮政编码: 200025",31.219976,121.469887,雁荡路55弄
1862,"China, Shang Hai Shi, Huang Pu Qu, 迎勋北路131号 邮政编码: 200010",31.21571999999999,121.491,迎勋北路131号
1863,"China, Shang Hai Shi, Huang Pu Qu, Waitan, 永安路2号 邮政编码: 200120",31.2312,121.49156,永安路2号
1864,"China, Shang Hai Shi, Huang Pu Qu, Yong Nian Lu, 永年路149弄1-59号 邮政编码: 200023",31.211853,121.478463,永年路149弄
1865,"China, Shang Hai Shi, Huang Pu Qu, 永寿路11号 邮政编码: 200003",31.22936,121.48118,永寿路11号
1866,"Yong Shou Lu, Huang Pu Qu, Shang Hai Shi, China",31.22826,121.48192,永寿路9弄
1867,"Yue Lai Jie, 董家渡 Huang Pu Qu, Shang Hai Shi, China, 200010",31.22008,121.49988,悦来街38弄
1868,"Zhangjia Long, Fengxian District, Shanghai, China, 201406",30.913934,121.519176,张家弄132号
1869,"Chang Le Lu, Shang Hai Shi, China",31.21936,121.45522,长乐路169弄
